onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 2.700	ISI	0	0	 0.000
 2.700	 1.350	ISI	0	0	 0.000
 4.050	 0.675	Cue	0	0	 0.000
 4.725	 2.364	ISI	0	0	 0.000
 7.089	 0.270	Bip	0	0	 0.000
 7.359	 2.497	A_rough	0	0	 0.000
 9.856	 3.037	ISI	0	0	 0.000
 12.893	 0.270	Bip	0	0	 0.000
 13.163	 2.498	A_smooth	0	0	 0.000
 15.661	 2.025	ISI	0	0	 0.000
 17.686	 0.270	Bip	0	0	 0.000
 17.956	 2.497	A_smooth	0	0	 0.000
 20.453	 1.688	ISI	0	0	 0.000
 22.141	 0.270	Bip	0	0	 0.000
 22.411	 2.498	A_rough	0	0	 0.000
 24.909	 1.688	ISI	0	0	 0.000
 26.597	 0.270	Bip	0	0	 0.000
 26.867	 2.497	A_rough	0	0	 0.000
 29.364	 2.025	ISI	0	0	 0.000
 31.389	 0.270	Bip	0	0	 0.000
 31.659	 2.498	A_smooth	0	0	 0.000
 34.157	 0.675	Cue	0	0	 0.000
 34.832	 2.835	Reponse	0	0	 0.000
 37.667	 0.675	Cue	0	0	 0.000
 38.342	 3.038	ISI	0	0	 0.000
 41.380	 0.270	Bip	0	0	 0.000
 41.650	 2.497	AH_rough	0	0	 0.000
 44.147	 2.025	ISI	0	0	 0.000
 46.172	 0.270	Bip	0	0	 0.000
 46.442	 2.498	AH_smooth	0	0	 0.000
 48.940	 1.687	ISI	0	0	 0.000
 50.627	 0.270	Bip	0	0	 0.000
 50.897	 2.498	AH_rough	0	0	 0.000
 53.395	 0.675	Cue	0	0	 0.000
 54.070	 2.835	Reponse	0	0	 0.000
 56.905	 3.713	ISI	0	0	 0.000
 60.618	 0.270	Bip	0	0	 0.000
 60.888	 2.498	AH_smooth	0	0	 0.000
 63.386	 3.037	ISI	0	0	 0.000
 66.423	 0.270	Bip	0	0	 0.000
 66.693	 2.497	AH_rough	0	0	 0.000
 69.190	 2.363	ISI	0	0	 0.000
 71.553	 0.270	Bip	0	0	 0.000
 71.823	 2.497	AH_smooth	0	0	 0.000
 74.320	 0.675	Cue	0	0	 0.000
 74.995	 3.714	ISI	0	0	 0.000
 78.709	 14.174	Rest	0	0	 0.000
 92.883	 0.675	Cue	0	0	 0.000
 93.558	 3.039	ISI	0	0	 0.000
 96.597	 0.270	Bip	0	0	 0.000
 96.867	 2.497	H_rough	0	0	 0.000
 99.364	 3.038	ISI	0	0	 0.000
 102.402	 0.270	Bip	0	0	 0.000
 102.672	 2.497	H_smooth	0	0	 0.000
 105.169	 1.688	ISI	0	0	 0.000
 106.857	 0.270	Bip	0	0	 0.000
 107.127	 2.497	H_rough	0	0	 0.000
 109.624	 2.364	ISI	0	0	 0.000
 111.988	 0.270	Bip	0	0	 0.000
 112.258	 2.497	H_rough	0	0	 0.000
 114.755	 1.688	ISI	0	0	 0.000
 116.443	 0.270	Bip	0	0	 0.000
 116.713	 2.497	H_smooth	0	0	 0.000
 119.210	 0.675	Cue	0	0	 0.000
 119.885	 2.835	Reponse	0	0	 0.000
 122.720	 3.037	ISI	0	0	 0.000
 125.757	 0.270	Bip	0	0	 0.000
 126.027	 2.498	H_smooth	0	0	 0.000
 128.525	 0.676	Cue	0	0	 0.000
 129.201	 3.037	ISI	0	0	 0.000
 132.238	 0.270	Bip	0	0	 0.000
 132.508	 2.498	A_smooth	0	0	 0.000
 135.006	 1.687	ISI	0	0	 0.000
 136.693	 0.270	Bip	0	0	 0.000
 136.963	 2.498	A_rough	0	0	 0.000
 139.461	 0.675	Cue	0	0	 0.000
 140.136	 2.834	Reponse	0	0	 0.000
 142.970	 3.038	ISI	0	0	 0.000
 146.008	 0.271	Bip	0	0	 0.000
 146.279	 2.497	A_smooth	0	0	 0.000
 148.776	 1.688	ISI	0	0	 0.000
 150.464	 0.270	Bip	0	0	 0.000
 150.734	 2.497	A_rough	0	0	 0.000
 153.231	 1.688	ISI	0	0	 0.000
 154.919	 0.270	Bip	0	0	 0.000
 155.189	 2.497	A_rough	0	0	 0.000
 157.686	 2.025	ISI	0	0	 0.000
 159.711	 0.270	Bip	0	0	 0.000
 159.981	 2.498	A_smooth	0	0	 0.000
 162.479	 0.675	ISI	0	0	 0.000
 163.154	 14.175	Rest	0	0	 0.000
 177.329	 0.675	Cue	0	0	 0.000
 178.004	 2.363	ISI	0	0	 0.000
 180.367	 0.270	Bip	0	0	 0.000
 180.637	 2.498	AH_rough	0	0	 0.000
 183.135	 0.675	ISI	0	0	 0.000
 183.810	 0.270	Bip	0	0	 0.000
 184.080	 2.498	AH_rough	0	0	 0.000
 186.578	 1.350	ISI	0	0	 0.000
 187.928	 0.270	Bip	0	0	 0.000
 188.198	 2.497	AH_smooth	0	0	 0.000
 190.695	 1.350	ISI	0	0	 0.000
 192.045	 0.270	Bip	0	0	 0.000
 192.315	 2.498	AH_smooth	0	0	 0.000
 194.813	 1.687	ISI	0	0	 0.000
 196.500	 0.270	Bip	0	0	 0.000
 196.770	 2.498	AH_rough	0	0	 0.000
 199.268	 1.688	ISI	0	0	 0.000
 200.956	 0.270	Bip	0	0	 0.000
 201.226	 2.497	AH_smooth	0	0	 0.000
 203.723	 0.675	Cue	0	0	 0.000
 204.398	 2.835	Reponse	0	0	 0.000
 207.233	 3.713	ISI	0	0	 0.000
 210.946	 0.270	Bip	0	0	 0.000
 211.216	 2.497	H_smooth	0	0	 0.000
 213.713	 1.350	ISI	0	0	 0.000
 215.063	 0.270	Bip	0	0	 0.000
 215.333	 2.499	H_rough	0	0	 0.000
 217.832	 1.349	ISI	0	0	 0.000
 219.181	 0.270	Bip	0	0	 0.000
 219.451	 2.498	H_rough	0	0	 0.000
 221.949	 0.675	Cue	0	0	 0.000
 222.624	 2.835	Reponse	0	0	 0.000
 225.459	 3.037	ISI	0	0	 0.000
 228.496	 0.270	Bip	0	0	 0.000
 228.766	 2.498	H_smooth	0	0	 0.000
 231.264	 2.363	ISI	0	0	 0.000
 233.627	 0.270	Bip	0	0	 0.000
 233.897	 2.498	H_smooth	0	0	 0.000
 236.395	 2.362	ISI	0	0	 0.000
 238.757	 0.270	Bip	0	0	 0.000
 239.027	 2.498	H_rough	0	0	 0.000
 241.525	 0.675	Cue	0	0	 0.000
 242.200	 3.037	ISI	0	0	 0.000
 245.237	 14.176	Rest	0	0	 0.000
 259.413	 0.675	ISI	0	0	 0.000
 260.088	 0.270	Bip	0	0	 0.000
 260.358	 2.497	A_rough	0	0	 0.000
 262.855	 2.025	ISI	0	0	 0.000
 264.880	 0.270	Bip	0	0	 0.000
 265.150	 2.498	A_smooth	0	0	 0.000
 267.648	 1.688	ISI	0	0	 0.000
 269.336	 0.270	Bip	0	0	 0.000
 269.606	 2.497	A_rough	0	0	 0.000
 272.103	 0.675	ISI	0	0	 0.000
 272.778	 0.270	Bip	0	0	 0.000
 273.048	 2.498	A_smooth	0	0	 0.000
 275.546	 2.025	ISI	0	0	 0.000
 277.571	 0.270	Bip	0	0	 0.000
 277.841	 2.497	A_rough	0	0	 0.000
 280.338	 0.675	Cue	0	0	 0.000
 281.013	 2.835	Reponse	0	0	 0.000
 283.848	 3.039	ISI	0	0	 0.000
 286.887	 0.270	Bip	0	0	 0.000
 287.157	 2.497	A_smooth	0	0	 0.000
 289.654	 0.675	Cue	0	0	 0.000
 290.329	 3.038	ISI	0	0	 0.000
 293.367	 0.270	Bip	0	0	 0.000
 293.637	 2.497	H_smooth	0	0	 0.000
 296.134	 1.687	ISI	0	0	 0.000
 297.821	 0.270	Bip	0	0	 0.000
 298.091	 2.498	H_smooth	0	0	 0.000
 300.589	 1.687	ISI	0	0	 0.000
 302.276	 0.270	Bip	0	0	 0.000
 302.546	 2.499	H_rough	0	0	 0.000
 305.045	 1.687	ISI	0	0	 0.000
 306.732	 0.270	Bip	0	0	 0.000
 307.002	 2.498	H_rough	0	0	 0.000
 309.500	 1.687	ISI	0	0	 0.000
 311.187	 0.270	Bip	0	0	 0.000
 311.457	 2.498	H_smooth	0	0	 0.000
 313.955	 0.675	Cue	0	0	 0.000
 314.630	 2.835	Reponse	0	0	 0.000
 317.465	 2.362	ISI	0	0	 0.000
 319.827	 0.270	Bip	0	0	 0.000
 320.097	 2.499	H_rough	0	0	 0.000
 322.596	 1.687	ISI	0	0	 0.000
 324.283	 0.270	Bip	0	0	 0.000
 324.553	 2.497	AH_smooth	0	0	 0.000
 327.050	 0.675	Cue	0	0	 0.000
 327.725	 2.835	Reponse	0	0	 0.000
 330.560	 2.363	ISI	0	0	 0.000
 332.923	 0.270	Bip	0	0	 0.000
 333.193	 2.497	AH_rough	0	0	 0.000
 335.690	 1.688	ISI	0	0	 0.000
 337.378	 0.270	Bip	0	0	 0.000
 337.648	 2.498	AH_rough	0	0	 0.000
 340.146	 2.363	ISI	0	0	 0.000
 342.509	 0.270	Bip	0	0	 0.000
 342.779	 2.497	AH_smooth	0	0	 0.000
 345.276	 1.350	ISI	0	0	 0.000
 346.626	 0.270	Bip	0	0	 0.000
 346.896	 2.498	AH_smooth	0	0	 0.000
 349.394	 1.687	ISI	0	0	 0.000
 351.081	 0.270	Bip	0	0	 0.000
 351.351	 2.497	AH_rough	0	0	 0.000
 353.848	 0.675	Cue	0	0	 0.000
 354.523	 3.039	ISI	0	0	 0.000
 357.562	 14.175	Rest	0	0	 0.000
 371.737	 0.675	Cue	0	0	 0.000
 372.412	 2.363	ISI	0	0	 0.000
 374.775	 0.270	Bip	0	0	 0.000
 375.045	 2.497	H_rough	0	0	 0.000
 377.542	 1.688	ISI	0	0	 0.000
 379.230	 0.270	Bip	0	0	 0.000
 379.500	 2.497	H_rough	0	0	 0.000
 381.997	 1.688	ISI	0	0	 0.000
 383.685	 0.270	Bip	0	0	 0.000
 383.955	 2.497	H_smooth	0	0	 0.000
 386.452	 1.350	ISI	0	0	 0.000
 387.802	 0.270	Bip	0	0	 0.000
 388.072	 2.498	H_smooth	0	0	 0.000
 390.570	 1.351	ISI	0	0	 0.000
 391.921	 0.270	Bip	0	0	 0.000
 392.191	 2.497	H_rough	0	0	 0.000
 394.688	 0.675	Reponse	0	0	 0.000
 395.363	 2.363	ISI	0	0	 0.000
 397.726	 0.270	Bip	0	0	 0.000
